TIPO,Tem_fluxo,CicloJuros,AgendaJuros,IncorporaJuros,DataRef,Emissor,cod_Ativo,Codigo_IF,ISIN,Data Emissão,vencimento,PU_emissão,TipoJuros,pct_flutuante,spread,FormaCDI,taxa_emissão,Data_prox_juros,Data Call Inicial,Call_Periodicidade,Call_Inicio_Apos_anos,Data Call Proxima,source_file,pages_total,pages_blank,pages_used,extractor_used,leitura_ok,sanity_check,sanity_notes,debug_bloco_juros,debug_bloco_call,cod_Ativo_count,is_unico,cod_Ativo_group_index,unico_index
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BCOGMBM,CDB222GRMBG,CDB222GRMBG Nome Simplificado do Emissor,Data de Emissao,2022-05-25,2024-05-24,1000.0,DI ,105.5,,%CDI,105.5,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222GRMBG.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 105,50 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,605,604
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BMGBM,CDB222I8GGL,CDB222I8GGL Nome Simplificado do Emissor,Data de Emissao,2022-05-31,2024-05-31,1.0,IPCA TAXA DE JUROS,,6.55,IPCA+,6.55,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222I8GGL.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: IPCA Taxa de Juros/Spread: 6,5500 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o proximo P",,1,True,606,605
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BTGPACTUALBM,CDB222JEF9N,CDB222JEF9N Nome Simplificado do Emissor,Data de Emissao,2022-06-02,2023-06-02,0.01,DI ,103.0,,%CDI,103.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222JEF9N.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 103,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,607,606
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,DAYCOVALBM,CDB222MXAJ2,CDB222MXAJ2 Nome Simplificado do Emissor,Data de Emissao,2022-06-10,2024-05-31,0.01,DI ,103.0,,%CDI,103.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222MXAJ2.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 103,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,608,607
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,CNHCAPITALBM,CDB222OO4MD,CDB222OO4MD Nome Simplificado do Emissor,Data de Emissao,2022-06-17,2027-06-16,1000.0,IPCA TAXA DE JUROS,,4.55,IPCA+,4.55,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222OO4MD.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: IPCA Taxa de Juros/Spread: 4,5500 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o proximo P",,1,True,609,608
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,ORIGINALBM,CDB222OOGED,CDB222OOGED Nome Simplificado do Emissor,Data de Emissao,2022-06-17,2024-06-17,1000.0,DI ,115.0,,%CDI,115.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222OOGED.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 115,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,610,609
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,HAITONGBI,CDB222OOHBO,CDB222OOHBO Nome Simplificado do Emissor,BRINTLC075E0 Data de Emissao,2022-06-17,2026-06-16,1000.0,IPCA TAXA DE JUROS,,6.55,IPCA+,6.55,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB222OOHBO.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: IPCA Taxa de Juros/Spread: 6,5500 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o proximo P",,1,True,611,610
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,VOLKSWAGENBM,CDB22351VCF,CDB22351VCF Nome Simplificado do Emissor,Data de Emissao,2023-04-13,2024-04-12,1000.0,DI ,105.5,,%CDI,105.5,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB22351VCF.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 105,50 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,612,611
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,VOLKSWAGENBM,CDB2236CVUD,CDB2236CVUD Nome Simplificado do Emissor,Data de Emissao,2023-04-18,2023-07-17,1000.0,DI ,102.0,,%CDI,102.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB2236CVUD.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 102,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,613,612
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,ALFABI,CDB2239MVSU,CDB2239MVSU Nome Simplificado do Emissor,Data de Emissao,2023-04-28,2023-10-26,1000.0,DI ,101.0,,%CDI,101.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB2239MVSU.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 101,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,614,613
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB2239N29D,CDB2239N29D Nome Simplificado do Emissor,Data de Emissao,2023-04-28,2024-04-29,1000.0,DI ,108.0,,%CDI,108.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB2239N29D.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 108,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,615,614
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,VOLKSWAGENBM,CDB223A1P6W,CDB223A1P6W Nome Simplificado do Emissor,Data de Emissao,2023-05-02,2024-05-02,1000.0,PREFIXADO TAXA DE JUROS,,13.55,,13.55,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223A1P6W.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: PREFIXADO Taxa de Juros/Spread: 13,5500 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o pro",,1,True,616,615
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BTGPACTUALBM,CDB223GOJHW,CDB223GOJHW Nome Simplificado do Emissor,Data de Emissao,2023-05-17,2023-11-14,1000.0,DI ,102.75,,%CDI,102.75,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223GOJHW.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 102,75 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,617,616
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB223GPY70,CDB223GPY70 Nome Simplificado do Emissor,Data de Emissao,2023-05-17,2024-05-16,1000.0,DI ,108.0,,%CDI,108.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223GPY70.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 108,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,618,617
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB223HWFNA,CDB223HWFNA Nome Simplificado do Emissor,Data de Emissao,2023-05-22,2024-05-21,1000.0,DI ,108.0,,%CDI,108.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223HWFNA.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 108,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,619,618
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB223IXPV2,CDB223IXPV2 Nome Simplificado do Emissor,Data de Emissao,2023-05-24,2024-05-23,1000.0,DI ,108.0,,%CDI,108.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223IXPV2.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 108,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,620,619
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB223IXRP4,CDB223IXRP4 Nome Simplificado do Emissor,Data de Emissao,2023-05-24,2025-05-23,1000.0,DI ,115.0,,%CDI,115.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223IXRP4.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 115,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,621,620
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB223K7PT8,CDB223K7PT8 Nome Simplificado do Emissor,Data de Emissao,2023-05-29,2024-05-28,1000.0,DI ,111.0,,%CDI,111.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223K7PT8.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 111,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,622,621
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,DAYCOVALBM,CDB223KRV33,CDB223KRV33 Nome Simplificado do Emissor,BRDAYCC0FGJ5 Data de Emissao,2023-05-30,2023-11-27,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223KRV33.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,623,622
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,DAYCOVALBM,CDB223LSU0W,CDB223LSU0W Nome Simplificado do Emissor,BRDAYCC0FIF9 Data de Emissao,2023-06-01,2023-11-29,1000.0,PREFIXADO TAXA DE JUROS,,13.65,,13.65,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223LSU0W.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: PREFIXADO Taxa de Juros/Spread: 13,6500 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o pro",,1,True,624,623
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PARANABM,CDB223MLHYB,CDB223MLHYB Nome Simplificado do Emissor,Data de Emissao,2023-06-02,2024-06-03,1000.0,DI ,108.0,,%CDI,108.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223MLHYB.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 108,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,625,624
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,VOLKSWAGENBM,CDB223QLZAA,CDB223QLZAA Nome Simplificado do Emissor,Data de Emissao,2023-06-12,2023-08-11,1000.0,DI ,99.75,,%CDI,99.75,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223QLZAA.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 99,75 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo ",,1,True,626,625
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB223RWYVG,CDB223RWYVG Nome Simplificado do Emissor,Data de Emissao,2023-06-14,2023-09-12,1000.0,PREFIXADO TAXA DE JUROS,,13.7,,13.7,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223RWYVG.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: PREFIXADO Taxa de Juros/Spread: 13,7000 Criterio de calculo de juros: 252 - numero dias uteis entre a data de inicio ou ultimo pagamento e o pro",,1,True,627,626
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BTGPACTUALBM,CDB223SR5NX,CDB223SR5NX Nome Simplificado do Emissor,Data de Emissao,2023-06-16,2026-06-16,1000.0,DI ,105.72,,%CDI,105.72,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223SR5NX.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 105,72 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,628,627
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB223SY1NB,CDB223SY1NB Nome Simplificado do Emissor,Data de Emissao,2023-06-16,2023-09-14,1000.0,DI ,105.0,,%CDI,105.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB223SY1NB.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 105,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,629,628
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,AGIBANKBC,CDB2249KQKR,CDB2249KQKR Nome Simplificado do Emissor,Data de Emissao,2024-02-21,2025-02-20,1000.0,DI ,110.5,,%CDI,110.5,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB2249KQKR.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 110,50 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,630,629
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BS2BM,CDB318705V1,CDB318705V1 Nome Simplificado do Emissor,Data de Emissao,2018-08-20,2021-08-20,1000.0,DI ,120.0,,%CDI,120.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB318705V1.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 120,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,631,630
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BS2BM,CDB31875SX1,CDB31875SX1 Nome Simplificado do Emissor,Data de Emissao,2018-08-21,2021-08-20,1000.0,DI ,120.0,,%CDI,120.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB31875SX1.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 120,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,632,631
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BS2BM,CDB3187NF2Q,CDB3187NF2Q Nome Simplificado do Emissor,Data de Emissao,2018-08-24,2021-08-20,1000.0,DI ,120.0,,%CDI,120.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3187NF2Q.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 120,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,636,635
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BS2BM,CDB31884FQO,CDB31884FQO Nome Simplificado do Emissor,Data de Emissao,2018-08-29,2021-08-13,1000.0,DI ,120.0,,%CDI,120.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB31884FQO.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 120,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,637,636
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3190XBIB,CDB3190XBIB Nome Simplificado do Emissor,Data de Emissao,2019-07-03,2023-07-03,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3190XBIB.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,638,637
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3193KL7E,CDB3193KL7E Nome Simplificado do Emissor,BRBPANC0C7W4 Data de Emissao,2019-07-19,2023-07-19,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3193KL7E.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,639,638
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3194EVIQ,CDB3194EVIQ Nome Simplificado do Emissor,BRBPANC0CA20 Data de Emissao,2019-07-26,2023-07-26,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3194EVIQ.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,640,639
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3194RADA,CDB3194RADA Nome Simplificado do Emissor,BRBPANC0CD76 Data de Emissao,2019-07-30,2023-07-31,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3194RADA.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,641,640
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3195HXZQ,CDB3195HXZQ Nome Simplificado do Emissor,BRBPANC0CEX8 Data de Emissao,2019-08-02,2023-08-02,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3195HXZQ.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,642,641
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3196NGR4,CDB3196NGR4 Nome Simplificado do Emissor,BRBPANC0CJH0 Data de Emissao,2019-08-08,2023-08-08,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3196NGR4.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,643,642
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB31971JKF,CDB31971JKF Nome Simplificado do Emissor,BRBPANC0CLU9 Data de Emissao,2019-08-12,2023-08-14,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB31971JKF.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,644,643
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3198AVTG,CDB3198AVTG Nome Simplificado do Emissor,BRBPANC0CQL7 Data de Emissao,2019-08-20,2023-08-21,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3198AVTG.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,645,644
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,BCOC6BM,CDB3199Q9KL,CDB3199Q9KL Nome Simplificado do Emissor,Data de Emissao,2019-08-30,2022-08-30,1000.0,DI ,117.0,,%CDI,117.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3199Q9KL.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 117,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,646,645
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,PANBM,CDB3199Q9Q4,CDB3199Q9Q4 Nome Simplificado do Emissor,BRBPANC0CVD4 Data de Emissao,2019-08-30,2023-08-30,1000.0,DI ,116.0,,%CDI,116.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3199Q9Q4.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % Indice/Taxa Flutuante: 116,00 Taxa de Juros/Spread: Criterio de calculo de juros: Consulta Instrumentos Financeiros Ficha 2 Dados do Titulo",,1,True,647,646
